"File","Bytes","MD5"
"Figure_02_real_data_rank1.png",565429,"f1980181a227709222b08c5bb7075d65"
"Figure_S02_sparse_eta_paths.png",244818,"c2383812e5734c04caec4e32efbefd6a"
"Figure_S12_real_data_rank2.png",566181,"5ee949039dc682916fe890dd244c7036"
"Figure_S02_sparse_eta_paths.csv",1164,"60163b30b6b7570c37ce8f60ba74b038"
