"gamma_exp1","gamma_exp2","gamma_exp3","gamma_exp4","gamma_exp5","gamma_exp6","gamma_exp7","gamma_exp8","gamma_exp9"
11.5230159193888,1.06630749079118,-1.70357355339196,21.5268685899063,3.29818909146448,-9.29969510268814,-12.4531217217389,-6.43492478553487,-8.23116523359374
