"V1","V2","V3","V4","V5","V6","V7","V8","V9"
12.9810798267983,0,-1.06285160914045,7.85228444061672,0,-8.20828447865229,-12.3352843208908,0,0
0,1.90820090563152,-1.91771420230915,23.0969489362526,0,-3.387713730841,0,0,-12.0720811122845
