"gamma_exp1","gamma_exp2","gamma_exp3","gamma_exp4","gamma_exp5","gamma_exp6","gamma_exp7","gamma_exp8","gamma_exp9"
11.5230159054538,1.06630751452645,-1.70357351710483,21.5268694980342,3.29818906955493,-9.29969519834693,-12.4531220983861,-6.43492499622628,-8.23116574156667
