"gamma_exp1","gamma_exp2","gamma_exp3","gamma_exp4","gamma_exp5","gamma_exp6","gamma_exp7","gamma_exp8","gamma_exp9"
11.5230168286301,1.06630594209007,-1.70357592108769,21.5268093355707,3.29819052102634,-9.29968886105595,-12.4530971459156,-6.43491103814926,-8.23113208892585
